Дата,Заражений,Выздоровлений,Смертей,Заражений за день,Выздоровлений за день,Население страны,I,R,S,Инфицированные_I,Восприимчивые_S,Инфицированные норм
2021-03-12,4261396,4049732.0,125579,6684,8411.0,63181775,86085.0,4175311.0,58920379,86085.0,58920379,136.24973340809117
2021-03-13,4267013,4057068.0,125701,5617,7336.0,63181775,84244.0,4182769.0,58914762,84244.0,58914762,133.33591846699463
2021-03-14,4271708,4063070.0,125753,4695,6002.0,63181775,82885.0,4188823.0,58910067,82885.0,58910067,131.1849817451314
2021-03-15,4276838,4068470.0,125817,5130,5400.0,63181775,82551.0,4194287.0,58904937,82551.0,58904937,130.65634829030998
2021-03-16,4282200,4074770.0,125927,5362,6300.0,63181775,81503.0,4200697.0,58899575,81503.0,58899575,128.99764212069067
2021-03-17,4287993,4081049.0,126068,5793,6279.0,63181775,80876.0,4207117.0,58893782,80876.0,58893782,128.00526734172948
2021-03-18,4294326,4087597.0,126163,6333,6548.0,63181775,80566.0,4213760.0,58887449,80566.0,58887449,127.51461952438025
2021-03-19,4299198,4093523.0,126263,4872,5926.0,63181775,79412.0,4219786.0,58882577,79412.0,58882577,125.68814345592538
2021-03-20,4304837,4099545.0,126359,5639,6022.0,63181775,78933.0,4225904.0,58876938,78933.0,58876938,124.93001344137609
2021-03-21,4310193,4104772.0,126393,5356,5227.0,63181775,79028.0,4231165.0,58871582,79028.0,58871582,125.08037325637021
2021-03-22,4315600,4109576.0,126411,5407,4804.0,63181775,79613.0,4235987.0,58866175,79613.0,58866175,126.00627316975505
2021-03-23,4321016,4115332.0,126523,5416,5756.0,63181775,79161.0,4241855.0,58860759,79161.0,58860759,125.29087699736198
2021-03-24,4326643,4121256.0,126621,5627,5924.0,63181775,78766.0,4247877.0,58855132,78766.0,58855132,124.66569671396537
2021-03-25,4332920,4128028.0,126684,6277,6772.0,63181775,78208.0,4254712.0,58848855,78208.0,58848855,123.78253064273677
2021-03-26,4339155,4134641.0,126755,6235,6613.0,63181775,77759.0,4261396.0,58842620,77759.0,58842620,123.07188267502772
2021-03-27,4343064,4140200.0,126813,3909,5559.0,63181775,76051.0,4267013.0,58838711,76051.0,58838711,120.36857147492294
2021-03-28,4347011,4144874.0,126834,3947,4674.0,63181775,75303.0,4271708.0,58834764,75303.0,58834764,119.18468577370611
2021-03-29,4351795,4149981.0,126857,4784,5107.0,63181775,74957.0,4276838.0,58829980,74957.0,58829980,118.63705950014858
2021-03-30,4355864,4155288.0,126912,4069,5307.0,63181775,73664.0,4282200.0,58825911,73664.0,58825911,116.59058328133389
2021-03-31,4359979,4161038.0,126955,4115,5750.0,63181775,71986.0,4287993.0,58821796,71986.0,58821796,113.93475412806937
2021-04-01,4364544,4167320.0,127006,4565,6282.0,63181775,70218.0,4294326.0,58817231,70218.0,58817231,111.13647883428409
2021-04-02,4367967,4172140.0,127058,3423,4820.0,63181775,68769.0,4299198.0,58813808,68769.0,58813808,108.84309597190013
2021-04-03,4371391,4177769.0,127068,3424,5629.0,63181775,66554.0,4304837.0,58810384,66554.0,58810384,105.33733818019516
2021-04-04,4373796,4183115.0,127078,2405,5346.0,63181775,63603.0,4310193.0,58807979,63603.0,58807979,100.66668750600945
2021-04-05,4376627,4188494.0,127106,2831,5379.0,63181775,61027.0,4315600.0,58805148,61027.0,58805148,96.58956241732683
2021-04-06,4379031,4193890.0,127126,2404,5396.0,63181775,58015.0,4321016.0,58802744,58015.0,58802744,91.82236491456595
2021-04-07,4381828,4199472.0,127171,2797,5582.0,63181775,55185.0,4326643.0,58799947,55185.0,58799947,87.3432251626359
2021-04-08,4384952,4205696.0,127224,3124,6224.0,63181775,52032.0,4332920.0,58796823,52032.0,58796823,82.35286203972585
2021-04-09,4380165,4211871.0,127284,-4787,6175.0,63181775,41010.0,4339155.0,58801610,41010.0,58801610,64.9079580306188
2021-04-10,4382878,4215740.0,127324,2713,3869.0,63181775,39814.0,4343064.0,58798897,39814.0,58798897,63.01500709658758
2021-04-11,4384608,4219680.0,127331,1730,3940.0,63181775,37597.0,4347011.0,58797167,37597.0,58797167,59.50608383509327
2021-04-12,4388294,4224449.0,127346,3686,4769.0,63181775,36499.0,4351795.0,58793481,36499.0,58793481,57.7682409207402
2021-04-13,4390798,4228495.0,127369,2504,4046.0,63181775,34934.0,4355864.0,58790977,34934.0,58790977,55.29126081057394
2021-04-14,4393328,4232572.0,127407,2530,4077.0,63181775,33349.0,4359979.0,58788447,33349.0,58788447,52.78262600251418
2021-04-15,4396095,4237106.0,127438,2767,4534.0,63181775,31551.0,4364544.0,58785680,31551.0,58785680,49.93686866188865
2021-04-16,4398902,4240495.0,127472,2807,3389.0,63181775,30935.0,4367967.0,58782873,30935.0,58782873,48.9619039667689
2021-04-17,4401175,4243883.0,127508,2273,3388.0,63181775,29784.0,4371391.0,58780600,29784.0,58780600,47.140176102998055
2021-04-18,4403059,4246278.0,127518,1884,2395.0,63181775,29263.0,4373796.0,58778716,29263.0,58778716,46.31557122287242
2021-04-19,4406113,4249103.0,127524,3054,2825.0,63181775,29486.0,4376627.0,58775662,29486.0,58775662,46.66852110438493
2021-04-20,4408644,4251474.0,127557,2531,2371.0,63181775,29613.0,4379031.0,58773131,29613.0,58773131,46.86952843600864
2021-04-21,4411066,4254251.0,127577,2422,2777.0,63181775,29238.0,4381828.0,58770709,29238.0,58770709,46.27600285050555
2021-04-22,4413832,4257355.0,127597,2766,3104.0,63181775,28880.0,4384952.0,58767943,28880.0,58767943,45.70938375821192
2021-04-23,4416530,4252527.0,127638,2698,0.0,63181775,36365.0,4380165.0,58765245,36365.0,58765245,57.55615444485376
2021-04-24,4418652,4255208.0,127670,2122,2681.0,63181775,35774.0,4382878.0,58763123,35774.0,58763123,56.620758122100874
2021-04-25,4420385,4256927.0,127681,1733,1719.0,63181775,35777.0,4384608.0,58761390,35777.0,58761390,56.6255063267849
2021-04-26,4422504,4260606.0,127688,2119,3679.0,63181775,34210.0,4388294.0,58759271,34210.0,58759271,54.14536074682929
2021-04-27,4425202,4263093.0,127705,2698,2487.0,63181775,34404.0,4390798.0,58756573,34404.0,58756573,54.45241131639622
2021-04-28,4427389,4265594.0,127734,2187,2501.0,63181775,34061.0,4393328.0,58754386,34061.0,58754386,53.909533247522724
2021-04-29,4429848,4268336.0,127759,2459,2742.0,63181775,33753.0,4396095.0,58751927,33753.0,58751927,53.42205089996285
2021-04-30,4432245,4271127.0,127775,2397,2791.0,63181775,33343.0,4398902.0,58749530,33343.0,58749530,52.77312959314612
2021-05-01,4434156,4273393.0,127782,1911,2266.0,63181775,32981.0,4401175.0,58747619,32981.0,58747619,52.2001795612738
2021-05-02,4435830,4275263.0,127796,1674,1870.0,63181775,32771.0,4403059.0,58745945,32771.0,58745945,51.86780523339207
2021-05-03,4437504,4278316.0,127797,1674,3053.0,63181775,31391.0,4406113.0,58744271,31391.0,58744271,49.68363107874067
2021-05-04,4439487,4280841.0,127803,1983,2525.0,63181775,30843.0,4408644.0,58742288,30843.0,58742288,48.8162923564588
2021-05-05,4441642,4283236.0,127830,2155,2395.0,63181775,30576.0,4411066.0,58740133,30576.0,58740133,48.3937021395806
2021-05-06,4444260,4285989.0,127843,2618,2753.0,63181775,30428.0,4413832.0,58737515,30428.0,58737515,48.15945737516871
2021-05-07,4446750,4288672.0,127858,2490,2683.0,63181775,30220.0,4416530.0,58735025,30220.0,58735025,47.83024851707633
2021-05-08,4448806,4290789.0,127863,2056,2117.0,63181775,30154.0,4418652.0,58732969,30154.0,58732969,47.72578801402778
2021-05-09,4450577,4292520.0,127865,1771,1731.0,63181775,30192.0,4420385.0,58731198,30192.0,58731198,47.78593194002543
2021-05-10,4452954,4294634.0,127870,2377,2114.0,63181775,30450.0,4422504.0,58728821,30450.0,58728821,48.19427754285156
2021-05-11,4455444,4297312.0,127890,2490,2678.0,63181775,30242.0,4425202.0,58726331,30242.0,58726331,47.86506868475917
2021-05-12,4457741,4299488.0,127901,2297,2176.0,63181775,30352.0,4427389.0,58724034,30352.0,58724034,48.03916952317341
2021-05-13,4460404,4301936.0,127912,2663,2448.0,63181775,30556.0,4429848.0,58721371,30556.0,58721371,48.3620474416871
2021-05-14,4462602,4304315.0,127930,2198,2379.0,63181775,30357.0,4432245.0,58719173,30357.0,58719173,48.04708319764679
2021-05-15,4464662,4306219.0,127937,2060,1904.0,63181775,30506.0,4434156.0,58717113,30506.0,58717113,48.28291069695335
2021-05-16,4466589,4307889.0,127941,1927,1670.0,63181775,30759.0,4435830.0,58715186,30759.0,58715186,48.68334262530611
2021-05-17,4468580,4309558.0,127946,1991,1669.0,63181775,31076.0,4437504.0,58713195,31076.0,58713195,49.18506958691806
2021-05-18,4466218,4311534.0,127953,-2362,1976.0,63181775,26731.0,4439487.0,58715557,26731.0,58715557,42.3080864695555
2021-05-19,4468364,4313686.0,127956,2146,2152.0,63181775,26722.0,4441642.0,58713411,26722.0,58713411,42.29384185550342
2021-05-20,4471063,4316297.0,127963,2699,2611.0,63181775,26803.0,4444260.0,58710712,26803.0,58710712,42.422043381972095
2021-05-21,4473772,4318778.0,127972,2709,2481.0,63181775,27022.0,4446750.0,58708003,27022.0,58708003,42.76866232390591
2021-05-22,4476296,4320828.0,127978,2524,2050.0,63181775,27490.0,4448806.0,58705479,27490.0,58705479,43.50938225461377
2021-05-23,4478391,4322594.0,127983,2095,1766.0,63181775,27814.0,4450577.0,58703384,27814.0,58703384,44.02218836048845
2021-05-24,4480757,4324968.0,127986,2366,2374.0,63181775,27803.0,4452954.0,58701018,27803.0,58701018,44.00477827664702
2021-05-25,4483175,4327443.0,128001,2418,2475.0,63181775,27731.0,4455444.0,58698600,27731.0,58698600,43.890821364230426
2021-05-26,4486166,4329731.0,128010,2991,2288.0,63181775,28425.0,4457741.0,58695609,28425.0,58695609,44.98923938113483
2021-05-27,4489550,4332384.0,128020,3384,2653.0,63181775,29146.0,4460404.0,58692225,29146.0,58692225,46.13039124019545
2021-05-28,4493580,4334572.0,128030,4030,2188.0,63181775,30978.0,4462602.0,58688195,30978.0,58688195,49.02996156723992
2021-05-29,4496821,4336625.0,128037,3241,2053.0,63181775,32159.0,4464662.0,58684954,32159.0,58684954,50.89917147785101
2021-05-30,4499935,4338546.0,128043,3114,1921.0,63181775,33346.0,4466589.0,58681840,33346.0,58681840,52.77787779783015
2021-05-31,4503229,4340535.0,128045,3294,1989.0,63181775,34649.0,4468580.0,58678546,34649.0,58678546,54.84018136559158
2021-06-01,4506331,4338173.0,128045,3102,0.0,63181775,40113.0,4466218.0,58675444,40113.0,58675444,63.48824483009539
2021-06-02,4510595,4340307.0,128057,4264,2134.0,63181775,42231.0,4468364.0,58671180,42231.0,58671180,66.84047733701688
2021-06-03,4515776,4342988.0,128075,5181,2681.0,63181775,44713.0,4471063.0,58665999,44713.0,58665999,70.76882534560005
2021-06-04,4521920,4345686.0,128086,6144,2698.0,63181775,48148.0,4473772.0,58659855,48148.0,58659855,76.20551970880844
2021-06-05,4527575,4348197.0,128099,5655,2511.0,63181775,51279.0,4476296.0,58654200,51279.0,58654200,81.16106266403564
2021-06-06,4532801,4350288.0,128103,5226,2091.0,63181775,54410.0,4478391.0,58648974,54410.0,58648974,86.11660561926283
2021-06-07,4538391,4352653.0,128104,5590,2365.0,63181775,57634.0,4480757.0,58643384,57634.0,58643384,91.2193429196948
2021-06-08,4544370,4355057.0,128118,5979,2404.0,63181775,61195.0,4483175.0,58637405,61195.0,58637405,96.85546187963222
2021-06-09,4551689,4358042.0,128124,7319,2985.0,63181775,65523.0,4486166.0,58630086,65523.0,58630086,103.7055385037853
2021-06-10,4558927,4361419.0,128131,7238,3377.0,63181775,69377.0,4489550.0,58622848,69377.0,58622848,109.80539878786249
2021-06-11,4566895,4365432.0,128148,7968,4013.0,63181775,73315.0,4493580.0,58614880,73315.0,58614880,116.03820880309235
2021-06-12,4574453,4368661.0,128160,7558,3229.0,63181775,77632.0,4496821.0,58607322,77632.0,58607322,122.87087534340401
2021-06-13,4581778,4371767.0,128168,7325,3106.0,63181775,81843.0,4499935.0,58599997,81843.0,58599997,129.53577198488014
2021-06-14,4589397,4375058.0,128171,7619,3291.0,63181775,86168.0,4503229.0,58592378,86168.0,58592378,136.38110040434918
2021-06-15,4596992,4378150.0,128181,7595,3092.0,63181775,90661.0,4506331.0,58584783,90661.0,58584783,143.49232828612364
2021-06-16,4605811,4382405.0,128190,8819,4255.0,63181775,95216.0,4510595.0,58575964,95216.0,58575964,150.70168573136795
2021-06-17,4616623,4387567.0,128209,10812,5162.0,63181775,100847.0,4515776.0,58565152,100847.0,58565152,159.61406592328245
2021-06-18,4626912,4393700.0,128220,10289,6133.0,63181775,104992.0,4521920.0,58554863,104992.0,58554863,166.17450206171003
2021-06-19,4636990,4399341.0,128234,10078,5641.0,63181775,109415.0,4527575.0,58544785,109415.0,58544785,173.17493850085725
2021-06-20,4646067,4404561.0,128240,9077,5220.0,63181775,113266.0,4532801.0,58535708,113266.0,58535708,179.2700505802504
2021-06-21,4656542,4410146.0,128245,10475,5585.0,63181775,118151.0,4538391.0,58525233,118151.0,58525233,187.0017105407374
2021-06-22,4668030,4416098.0,128272,11488,5952.0,63181775,123660.0,4544370.0,58513745,123660.0,58513745,195.7209970755016
2021-06-23,4683984,4423398.0,128291,15954,7300.0,63181775,132295.0,4551689.0,58497791,132295.0,58497791,209.3879128910196
2021-06-24,4700708,4430615.0,128312,16724,7217.0,63181775,141781.0,4558927.0,58481067,141781.0,58481067,224.40173610190598
2021-06-25,4716039,4438565.0,128330,15331,7950.0,63181775,149144.0,4566895.0,58465736,149144.0,58465736,236.05541313139747
2021-06-26,4734015,4446100.0,128353,17976,7535.0,63181775,159562.0,4574453.0,58447760,159562.0,58447760,252.54434526412086
2021-06-27,4748673,4453414.0,128364,14658,7314.0,63181775,166895.0,4581778.0,58433102,166895.0,58433102,264.1505402467721
2021-06-28,4771347,4461030.0,128367,22674,7616.0,63181775,181950.0,4589397.0,58410428,181950.0,58410428,287.97861408610316
2021-06-29,4791597,4468602.0,128390,20250,7572.0,63181775,194605.0,4596992.0,58390178,194605.0,58390178,308.00812417821436
2021-06-30,4817245,4477407.0,128404,25648,8805.0,63181775,211434.0,4605811.0,58364530,211434.0,58364530,334.64396972069875
2021-07-01,4844879,4488197.0,128426,27634,10790.0,63181775,228256.0,4616623.0,58336896,228256.0,58336896,361.26873611892034
2021-07-02,4871745,4498459.0,128453,26866,10262.0,63181775,244833.0,4626912.0,58310030,244833.0,58310030,387.50573246794664
2021-07-03,4896279,4508519.0,128471,24534,10060.0,63181775,259289.0,4636990.0,58285496,259289.0,58285496,410.3857481053674
2021-07-04,4920252,4517581.0,128486,23973,9062.0,63181775,274185.0,4646067.0,58261523,274185.0,58261523,433.9621670964451
2021-07-05,4947404,4528047.0,128495,27152,10466.0,63181775,290862.0,4656542.0,58234371,290862.0,58234371,460.3574369349389
2021-07-06,4975843,4539498.0,128532,28439,11451.0,63181775,307813.0,4668030.0,58205932,307813.0,58205932,487.1863761345736
2021-07-07,5007979,4555419.0,128565,32136,15921.0,63181775,323995.0,4683984.0,58173796,323995.0,58173796,512.7981922002033
2021-07-08,5040082,4572107.0,128601,32103,16688.0,63181775,339374.0,4700708.0,58141693,339374.0,58141693,537.139072145409
2021-07-09,5075805,4587408.0,128631,35723,15301.0,63181775,359766.0,4716039.0,58105970,359766.0,58105970,569.4142021176201
2021-07-10,5107813,4605350.0,128665,32008,17942.0,63181775,373798.0,4734015.0,58073962,373798.0,58073962,591.6231381596988
2021-07-11,5139355,4619982.0,128691,31542,14632.0,63181775,390682.0,4748673.0,58042420,390682.0,58042420,618.3460341213902
2021-07-12,5173845,4642650.0,128697,34490,22668.0,63181775,402498.0,4771347.0,58007930,402498.0,58007930,637.0476296368691
2021-07-13,5210245,4662850.0,128747,36400,20200.0,63181775,418648.0,4791597.0,57971530,418648.0,57971530,662.6087981858693
2021-07-14,5252448,4688448.0,128797,42203,25598.0,63181775,435203.0,4817245.0,57929327,435203.0,57929327,688.8109743672127
2021-07-15,5301013,4716015.0,128864,48565,27567.0,63181775,456134.0,4844879.0,57880762,456134.0,57880762,721.9391984476537
2021-07-16,5353033,4742832.0,128913,52020,26817.0,63181775,481288.0,4871745.0,57828742,481288.0,57828742,761.7513119883067
2021-07-17,5407420,4767319.0,128960,54387,24487.0,63181775,511141.0,4896279.0,57774355,511141.0,57774355,809.0006967990374
2021-07-18,5455699,4791264.0,128988,48279,23945.0,63181775,535447.0,4920252.0,57726076,535447.0,57726076,847.4706511490061
2021-07-19,5495707,4818397.0,129007,40008,27133.0,63181775,548303.0,4947404.0,57686068,548303.0,57686068,867.8182909549471
2021-07-20,5542334,4846734.0,129109,46627,28337.0,63181775,566491.0,4975843.0,57639441,566491.0,57639441,896.6050732192947
2021-07-21,5586503,4878797.0,129182,44169,32063.0,63181775,578524.0,5007979.0,57595272,578524.0,57595272,915.650122206918
2021-07-22,5626513,4910816.0,129266,40010,32019.0,63181775,586431.0,5040082.0,57555262,586431.0,57555262,928.1648070191127
2021-07-23,5662651,4946475.0,129330,36138,35659.0,63181775,586846.0,5075805.0,57519124,586846.0,57519124,928.8216420004028
2021-07-24,5694455,4978395.0,129418,31804,31920.0,63181775,586642.0,5107813.0,57487320,586642.0,57487320,928.4987640818891
2021-07-25,5723536,5009909.0,129446,29081,31514.0,63181775,584181.0,5139355.0,57458239,584181.0,57458239,924.6036535060941
2021-07-26,5748230,5044385.0,129460,24694,34476.0,63181775,574385.0,5173845.0,57433545,574385.0,57433545,909.0991824778586
2021-07-27,5771599,5080654.0,129591,23369,36269.0,63181775,561354.0,5210245.0,57410176,561354.0,57410176,888.4745640653496
2021-07-28,5797332,5122730.0,129718,25733,42076.0,63181775,544884.0,5252448.0,57384443,544884.0,57384443,862.4069203500535
2021-07-29,5828224,5171204.0,129809,30892,48474.0,63181775,527211.0,5301013.0,57353551,527211.0,57353551,834.4352465564634
2021-07-30,5857556,5223156.0,129877,29332,51952.0,63181775,504523.0,5353033.0,57324219,504523.0,57324219,798.5261572660787
2021-07-31,5883411,5277472.0,129948,25855,54316.0,63181775,475991.0,5407420.0,57298364,475991.0,57298364,753.3675652512137
2021-08-01,5907641,5325686.0,130013,24230,48214.0,63181775,451942.0,5455699.0,57274134,451942.0,57274134,715.3043737691763
2021-08-02,5930003,5365669.0,130038,22362,39983.0,63181775,434296.0,5495707.0,57251772,434296.0,57251772,687.3754338177425
2021-08-03,5951686,5412157.0,130177,21683,46488.0,63181775,409352.0,5542334.0,57230089,409352.0,57230089,647.8956946049711
2021-08-04,5980830,5456205.0,130298,29144,44048.0,63181775,394327.0,5586503.0,57200945,394327.0,57200945,624.1151028124804
2021-08-05,6010860,5496125.0,130388,30030,39920.0,63181775,384347.0,5626513.0,57170915,384347.0,57170915,608.3194085636245
2021-08-06,6042493,5532170.0,130481,31633,36045.0,63181775,379842.0,5662651.0,57139282,379842.0,57139282,601.1891878631141
2021-08-07,6070872,5563870.0,130585,28379,31700.0,63181775,376417.0,5694455.0,57110903,376417.0,57110903,595.7683208488523
2021-08-08,6098140,5592906.0,130630,27268,29036.0,63181775,374604.0,5723536.0,57083635,374604.0,57083635,592.8988224848067
2021-08-09,6123155,5617563.0,130667,25015,24657.0,63181775,374925.0,5748230.0,57058620,374925.0,57058620,593.4068803859974
2021-08-10,6146599,5640786.0,130813,23444,23223.0,63181775,375000.0,5771599.0,57035176,375000.0,57035176,593.525585503098
2021-08-11,6175995,5666411.0,130921,29396,25625.0,63181775,378663.0,5797332.0,57005780,378663.0,57005780,599.3231434222922
2021-08-12,6208867,5697209.0,131015,32872,30798.0,63181775,380643.0,5828224.0,56972908,380643.0,56972908,602.4569585137486
2021-08-13,6241384,5726441.0,131115,32517,29232.0,63181775,383828.0,5857556.0,56940391,383828.0,56940391,607.4979691532883
2021-08-14,6270663,5752201.0,131210,29279,25760.0,63181775,387252.0,5883411.0,56911112,387252.0,56911112,612.9172534326552
2021-08-15,6297179,5776372.0,131269,26516,24171.0,63181775,389538.0,5907641.0,56884596,389538.0,56884596,616.5353854018821
2021-08-16,6325482,5798707.0,131296,28303,22335.0,63181775,395479.0,5930003.0,56856293,395479.0,56856293,625.9384134111458
2021-08-17,6352222,5820220.0,131466,26740,21513.0,63181775,400536.0,5951686.0,56829553,400536.0,56829553,633.942303773517
2021-08-18,6386034,5849253.0,131577,33812,29033.0,63181775,405204.0,5980830.0,56795741,405204.0,56795741,641.3305102618596
2021-08-19,6422475,5879170.0,131690,36441,29917.0,63181775,411615.0,6010860.0,56759300,411615.0,56759300,651.4774236716205
2021-08-20,6459589,5910688.0,131805,37114,31518.0,63181775,417096.0,6042493.0,56722186,417096.0,56722186,660.1523936293338
2021-08-21,6491525,5938963.0,131909,31936,28275.0,63181775,420653.0,6070872.0,56690250,420653.0,56690250,665.7821816496925
2021-08-22,6523594,5966182.0,131958,32069,27219.0,63181775,425454.0,6098140.0,56658181,425454.0,56658181,673.3808918790269
2021-08-23,6555372,5991156.0,131999,31778,24974.0,63181775,432217.0,6123155.0,56626403,432217.0,56626403,684.0849279717133
2021-08-24,6586148,6014426.0,132173,30776,23270.0,63181775,439549.0,6146599.0,56595627,439549.0,56595627,695.6895402194699
2021-08-25,6621763,6043672.0,132323,35615,29246.0,63181775,445768.0,6175995.0,56560012,445768.0,56560012,705.5325685294533
2021-08-26,6659880,6076403.0,132464,38117,32731.0,63181775,451013.0,6208867.0,56521895,451013.0,56521895,713.8340130520234
2021-08-27,6697720,6108819.0,132565,37840,32416.0,63181775,456336.0,6241384.0,56484055,456336.0,56484055,722.258910896378
2021-08-28,6729909,6137964.0,132699,32189,29145.0,63181775,459246.0,6270663.0,56451866,459246.0,56451866,726.8646694398819
2021-08-29,6762927,6164419.0,132760,33018,26455.0,63181775,465748.0,6297179.0,56418848,465748.0,56418848,737.1556117250584
2021-08-30,6789249,6192674.0,132808,26322,28255.0,63181775,463767.0,6325482.0,56392526,463767.0,56392526,734.0202138987073
2021-08-31,6821318,6219363.0,132859,32069,26689.0,63181775,469096.0,6352222.0,56360457,469096.0,56360457,742.4546081524301
2021-09-01,6856890,6252968.0,133066,35572,33605.0,63181775,470856.0,6386034.0,56324885,470856.0,56324885,745.2402215670579
2021-09-02,6894873,6289231.0,133244,37983,36263.0,63181775,472398.0,6422475.0,56286902,472398.0,56286902,747.6807987746466
2021-09-03,6937223,6326224.0,133365,42350,36993.0,63181775,477634.0,6459589.0,56244552,477634.0,56244552,755.9679986831645
2021-09-04,6973996,6358040.0,133485,36773,31816.0,63181775,482471.0,6491525.0,56207779,482471.0,56207779,763.6236873687072
2021-09-05,7010583,6390041.0,133553,36587,32001.0,63181775,486989.0,6523594.0,56171192,486989.0,56171192,770.7744836228485
2021-09-06,7051461,6421774.0,133598,40878,31733.0,63181775,496089.0,6555372.0,56130314,496089.0,56130314,785.1773711643904
2021-09-07,7089002,6452340.0,133808,37541,30566.0,63181775,502854.0,6586148.0,56092773,502854.0,56092773,795.8845727268663
2021-09-08,7127601,6487763.0,134000,38599,35423.0,63181775,505838.0,6621763.0,56054174,505838.0,56054174,800.6074536525763
2021-09-09,7165161,6525713.0,134167,37560,37950.0,63181775,505281.0,6659880.0,56016614,505281.0,56016614,799.7258703162423
2021-09-10,7202170,6563406.0,134314,37009,37693.0,63181775,504450.0,6697720.0,55979605,504450.0,55979605,798.4106176187674
2021-09-11,7231113,6595439.0,134470,28943,32033.0,63181775,501204.0,6729909.0,55950662,501204.0,55950662,793.2730601506527
2021-09-12,7259792,6628401.0,134526,28679,32962.0,63181775,496865.0,6762927.0,55921983,496865.0,55921983,786.4055734426581
2021-09-13,7290143,6654662.0,134587,30351,26261.0,63181775,500894.0,6789249.0,55891632,500894.0,55891632,792.7824123333033
2021-09-14,7316895,6686544.0,134774,26752,31882.0,63181775,495577.0,6821318.0,55864880,495577.0,55864880,784.3670108983168
2021-09-15,7346829,6721915.0,134975,29934,35371.0,63181775,489939.0,6856890.0,55834946,489939.0,55834946,775.4435515621395
2021-09-16,7373422,6759739.0,135134,26593,37824.0,63181775,478549.0,6894873.0,55808353,478549.0,55808353,757.4162011117921
2021-09-17,7405974,6801908.0,135315,32552,42169.0,63181775,468751.0,6937223.0,55775801,468751.0,55775801,741.9085646137672
2021-09-18,7435493,6838517.0,135479,29519,36609.0,63181775,461497.0,6973996.0,55746282,461497.0,55746282,730.4274056877953
2021-09-19,7464810,6875042.0,135541,29317,36525.0,63181775,454227.0,7010583.0,55716965,454227.0,55716965,718.9209230035085
2021-09-20,7500714,6915870.0,135591,35904,40828.0,63181775,449253.0,7051461.0,55681061,449253.0,55681061,711.0483996373954
2021-09-21,7531888,6953207.0,135795,31174,37337.0,63181775,442886.0,7089002.0,55649887,442886.0,55649887,700.9711265630002
2021-09-22,7565724,6991638.0,135963,33836,38431.0,63181775,438123.0,7127601.0,55616051,438123.0,55616051,693.4325602596634
2021-09-23,7601565,7029003.0,136158,35841,37365.0,63181775,436404.0,7165161.0,55580210,436404.0,55580210,690.7118389757173
2021-09-24,7637276,7065832.0,136338,35711,36829.0,63181775,435106.0,7202170.0,55544499,435106.0,55544499,688.6574490824293
2021-09-25,7667289,7094646.0,136467,30013,28814.0,63181775,436176.0,7231113.0,55514486,436176.0,55514486,690.3509754197314
2021-09-26,7700384,7123261.0,136531,33095,28615.0,63181775,440592.0,7259792.0,55481391,440592.0,55481391,697.3403327146159
2021-09-27,7737963,7153572.0,136571,37579,30311.0,63181775,447820.0,7290143.0,55443812,447820.0,55443812,708.7803405333262
2021-09-28,7772759,7180147.0,136748,34796,26575.0,63181775,455864.0,7316895.0,55409016,455864.0,55409016,721.5118600260914
2021-09-29,7808025,7209921.0,136908,35266,29774.0,63181775,461196.0,7346829.0,55373750,461196.0,55373750,729.9510024844981
2021-09-30,7843855,7236377.0,137045,35830,26456.0,63181775,470433.0,7373422.0,55337920,470433.0,55337920,744.5707247066105
2021-10-01,7878555,7268801.0,137173,34700,32424.0,63181775,472581.0,7405974.0,55303220,472581.0,55303220,747.9704392603721
2021-10-02,7908101,7298196.0,137297,29546,29395.0,63181775,472608.0,7435493.0,55273674,472608.0,55273674,748.0131731025284
2021-10-03,7937835,7327470.0,137340,29734,29274.0,63181775,473025.0,7464810.0,55243940,473025.0,55243940,748.6731735536079
2021-10-04,7972302,7363334.0,137380,34467,35864.0,63181775,471588.0,7500714.0,55209473,471588.0,55209473,746.3987835099599
2021-10-05,8005486,7394342.0,137546,33184,31008.0,63181775,473598.0,7531888.0,55176289,473598.0,55176289,749.5800806482565
2021-10-06,8044408,7428030.0,137694,38922,33688.0,63181775,478684.0,7565724.0,55137367,478684.0,55137367,757.6298703225732
2021-10-07,8084296,7463747.0,137818,39888,35717.0,63181775,482731.0,7601565.0,55097479,482731.0,55097479,764.0351984413227
2021-10-08,8119411,7499332.0,137944,35115,35585.0,63181775,482135.0,7637276.0,55062364,482135.0,55062364,763.0918884440964
2021-10-09,8158942,7529188.0,138101,39531,29856.0,63181775,491653.0,7667289.0,55022833,491653.0,55022833,778.1563591716124
2021-10-10,8192634,7562245.0,138139,33692,33057.0,63181775,492250.0,7700384.0,54989141,492250.0,54989141,779.1012519037333
2021-10-11,8232283,7599796.0,138167,39649,37551.0,63181775,494320.0,7737963.0,54949492,494320.0,54949492,782.3775131357104
2021-10-12,8270131,7634408.0,138351,37848,34612.0,63181775,497372.0,7772759.0,54911644,497372.0,54911644,787.2080200342583
2021-10-13,8311801,7669538.0,138487,41670,35130.0,63181775,503776.0,7808025.0,54869974,503776.0,54869974,797.3438542997566
2021-10-14,8356546,7705208.0,138647,44745,35670.0,63181775,512691.0,7843855.0,54825229,512691.0,54825229,811.4539358857835
